order_id,order_date,delivery_date,product_id,product_name,brand,category,sale_price,gst,region,city,discount,product_rating
O104645,3/24/2023,3/29/2023,P007,Dabur Chyawanprash,Patanjali,Personal Care,820.93,96.19,North,Chandigarh,148.74,4.3
O104646,1/12/2023,1/16/2023,P001,Tata Tea,Britannia,Snacks,847.68,122.87,West,Pune,65.89,3.8
O104647,12/1/2023,12/2/2023,P004,Surf Excel,Nestle,Personal Care,817.64,142.01,West,Mumbai,18.23,4.4
O104648,5/3/2023,5/5/2023,P002,Maggi Noodles,ITC,Snacks,485.51,71.2,West,Ahmedabad,28.48,3.2
O104649,4/23/2023,4/27/2023,P007,Dabur Chyawanprash,Tata,Dairy,238.22,39.13,North,Chandigarh,23.92,4
O104650,9/3/2023,9/4/2023,P004,Surf Excel,Nestle,Dairy,997.14,165.98,South,Chennai,160.38,2.8
O104651,7/27/2023,7/29/2023,P003,Amul Butter,Dabur,Dairy,607.51,58.75,South,Bangalore,18.21,3.9
O104652,7/12/2023,7/14/2023,P004,Surf Excel,Amul,Snacks,946.53,114.12,West,Mumbai,104.66,5
O104653,12/31/2023,1/5/2024,P006,Britannia Biscuits,ITC,Household,394.92,29.89,East,Kolkata,26.06,4.3
O104654,7/1/2023,7/4/2023,P006,Britannia Biscuits,Dabur,Personal Care,800.88,104.86,East,Patna,8.17,4.3
O104655,6/13/2023,6/14/2023,P004,Surf Excel,Tata,Snacks,417.46,53.5,North,Chandigarh,41.93,3.4
O104656,4/15/2023,4/19/2023,P005,Patanjali Honey,Britannia,Personal Care,390.86,24.62,South,Bangalore,23.71,4.4
O104657,11/4/2023,11/5/2023,P002,Maggi Noodles,Amul,Snacks,335.18,18.54,East,Kolkata,63.51,3.2
O104658,1/2/2023,1/5/2023,P005,Patanjali Honey,Patanjali,Staples,945.53,158.97,South,Chennai,125.66,4.4
O104659,10/8/2023,10/12/2023,P003,Amul Butter,HUL,Household,497.4,27.37,East,Kolkata,89.45,3.9
O104660,10/30/2023,11/2/2023,P004,Surf Excel,Amul,Beverages,995.89,51.84,North,Delhi,124.7,3.3
O104661,3/6/2023,3/11/2023,P007,Dabur Chyawanprash,Nestle,Staples,63.99,11.02,South,Bangalore,10.11,3.6
O104662,10/17/2023,10/21/2023,P006,Britannia Biscuits,Nestle,Dairy,199.37,17.51,North,Delhi,5.8,4.3
O104663,10/30/2023,11/2/2023,P004,Surf Excel,Nestle,Household,893.9,84.55,South,Bangalore,43.5,4
O104664,4/16/2023,4/21/2023,P003,Amul Butter,Britannia,Snacks,383.08,29.74,East,Patna,70.85,3.4
O104665,1/27/2023,1/30/2023,P006,Britannia Biscuits,Amul,Beverages,497.59,62.41,East,Kolkata,77.79,4.8
O104666,10/26/2023,10/28/2023,P007,Dabur Chyawanprash,Amul,Beverages,292.17,20.14,East,Kolkata,39.3,3.3
O104667,3/11/2023,3/16/2023,P003,Amul Butter,HUL,Personal Care,178.26,23.71,East,Bhubaneswar,30.19,4.1
O104668,10/15/2023,10/17/2023,P007,Dabur Chyawanprash,Dabur,Snacks,231.27,39.01,South,Chennai,14.79,4.6
O104669,11/29/2023,12/3/2023,P007,Dabur Chyawanprash,ITC,Household,468.48,83.31,North,Chandigarh,30.36,4.4
O104670,10/21/2023,10/24/2023,P001,Tata Tea,Britannia,Staples,631.66,105.18,North,Chandigarh,1.15,4
O104671,9/27/2023,9/29/2023,P006,Britannia Biscuits,HUL,Dairy,499.23,34.05,North,Delhi,68.39,3.8
O104672,7/7/2023,7/8/2023,P002,Maggi Noodles,Britannia,Beverages,257.95,26.78,East,Patna,28.73,2.7
O104673,4/2/2023,4/3/2023,P005,Patanjali Honey,Nestle,Staples,631.5,72.83,East,Bhubaneswar,3.78,3
O104674,6/27/2023,6/28/2023,P004,Surf Excel,Dabur,Household,172.73,10.38,North,Chandigarh,15.24,4.3
O104675,5/4/2023,5/8/2023,P005,Patanjali Honey,Tata,Dairy,73.11,12.38,South,Chennai,11.6,4.8
O104676,11/7/2023,11/9/2023,P008,Nestle Milkmaid,ITC,Personal Care,922.47,96.18,East,Patna,155.3,4.1
O104677,12/30/2023,12/31/2023,P002,Maggi Noodles,Britannia,Beverages,827.75,126.23,North,Chandigarh,149,4.7
O104678,5/28/2023,5/29/2023,P002,Maggi Noodles,Britannia,Dairy,788.38,88.29,West,Mumbai,138.23,3.9
O104679,7/30/2023,8/3/2023,P004,Surf Excel,Dabur,Staples,171.54,27.53,South,Bangalore,21.18,4.8
O104680,9/16/2023,9/18/2023,P002,Maggi Noodles,Britannia,Household,560.15,60.31,North,Chandigarh,26.21,4
O104681,8/18/2023,8/19/2023,P001,Tata Tea,Nestle,Household,83.22,13.9,East,Patna,3.81,3.1
O104682,3/2/2023,3/6/2023,P002,Maggi Noodles,Britannia,Snacks,807.63,80.07,North,Delhi,34.81,4.6
O104683,6/26/2023,6/30/2023,P008,Nestle Milkmaid,ITC,Dairy,926.2,48.6,West,Ahmedabad,2.61,3.1
O104684,7/16/2023,7/19/2023,P007,Dabur Chyawanprash,ITC,Household,530.65,78.61,South,Bangalore,4.61,2.6
O104685,8/12/2023,8/13/2023,P004,Surf Excel,Patanjali,Dairy,203.21,12.14,West,Pune,21.42,4
O104686,4/17/2023,4/18/2023,P003,Amul Butter,Tata,Staples,802.92,59.04,East,Kolkata,23.74,2.8
O104687,11/28/2023,12/1/2023,P001,Tata Tea,Nestle,Staples,108.89,17.23,West,Ahmedabad,12.48,4.2
O104688,2/22/2023,2/26/2023,P006,Britannia Biscuits,Amul,Snacks,383.72,57.45,East,Kolkata,47.57,2.7
O104689,12/27/2023,12/29/2023,P006,Britannia Biscuits,ITC,Household,118.47,16.99,West,Pune,13.36,3
O104690,5/24/2023,5/25/2023,P002,Maggi Noodles,ITC,Personal Care,808.61,113.39,West,Mumbai,31.2,2.9
O104691,2/19/2023,2/23/2023,P007,Dabur Chyawanprash,ITC,Snacks,513.23,63.59,East,Bhubaneswar,92.12,3
O104692,9/11/2023,9/14/2023,P003,Amul Butter,Amul,Dairy,795.08,61.05,North,Delhi,108.53,3.2
O104693,10/10/2023,10/15/2023,P005,Patanjali Honey,Tata,Personal Care,596.17,100.4,East,Bhubaneswar,71.21,2.7
O104694,8/15/2023,8/20/2023,P005,Patanjali Honey,Dabur,Beverages,867.51,70.28,North,Chandigarh,17.87,4.5
O104695,8/21/2023,8/23/2023,P003,Amul Butter,Dabur,Dairy,368.4,37.75,North,Chandigarh,40.25,4.3
O104696,7/6/2023,7/9/2023,P007,Dabur Chyawanprash,HUL,Personal Care,510.77,62.56,South,Bangalore,69.48,4.4
O104697,5/18/2023,5/21/2023,P008,Nestle Milkmaid,ITC,Personal Care,176.33,13.51,East,Patna,3,3.7
O104698,9/1/2023,9/5/2023,P001,Tata Tea,Patanjali,Beverages,50.58,7.78,East,Kolkata,1.82,3.7
O104699,6/2/2023,6/7/2023,P005,Patanjali Honey,ITC,Beverages,282.32,29.64,North,Delhi,20.54,3.1
O104700,5/3/2023,5/6/2023,P008,Nestle Milkmaid,Amul,Snacks,317.83,35.63,North,Lucknow,2.48,2.8
O104701,12/5/2023,12/8/2023,P003,Amul Butter,HUL,Household,898.77,79.98,North,Lucknow,174.89,4.6
O104702,12/26/2023,12/28/2023,P002,Maggi Noodles,HUL,Dairy,334.61,51.03,West,Mumbai,65.65,3.3
O104703,12/11/2023,12/13/2023,P004,Surf Excel,Nestle,Personal Care,84.76,4.81,South,Hyderabad,2.27,4.5
O104704,1/20/2023,1/24/2023,P004,Surf Excel,Nestle,Household,993.11,128.83,East,Patna,68.95,4.2
O104705,3/26/2023,3/31/2023,P002,Maggi Noodles,Britannia,Household,105.35,6.06,North,Chandigarh,7.83,4.3
O104706,2/1/2023,2/6/2023,P004,Surf Excel,Tata,Household,505.13,36.56,North,Chandigarh,27.27,4.8
O104707,4/2/2023,4/5/2023,P005,Patanjali Honey,Britannia,Household,748.65,96.79,East,Bhubaneswar,7.56,3.4
O104708,1/20/2023,1/23/2023,P008,Nestle Milkmaid,HUL,Dairy,708.21,111.12,West,Pune,49.69,4.3
O104709,11/17/2023,11/20/2023,P005,Patanjali Honey,HUL,Personal Care,839.99,140.13,South,Bangalore,0.36,4
O104710,1/5/2023,1/6/2023,P006,Britannia Biscuits,Dabur,Personal Care,781.12,127.18,East,Bhubaneswar,152.63,3.4
O104711,11/1/2023,11/2/2023,P006,Britannia Biscuits,ITC,Beverages,592.84,36.26,East,Patna,22.7,4.9
O104712,1/18/2023,1/21/2023,P006,Britannia Biscuits,Amul,Personal Care,760.74,89.08,West,Mumbai,111.57,2.7
O104713,5/1/2023,5/6/2023,P006,Britannia Biscuits,HUL,Staples,361.7,62.97,East,Kolkata,18.74,3.7
O104714,1/19/2023,1/20/2023,P003,Amul Butter,Tata,Household,478.64,48.79,East,Bhubaneswar,73.5,3.3
O104715,3/16/2023,3/17/2023,P004,Surf Excel,Patanjali,Snacks,789.85,130.13,West,Pune,120.42,3
O104716,11/3/2023,11/5/2023,P001,Tata Tea,Britannia,Snacks,589.72,72.33,South,Hyderabad,41.48,4.7
O104717,9/12/2023,9/17/2023,P008,Nestle Milkmaid,Nestle,Staples,950.74,124.5,West,Ahmedabad,64.33,2.6
O104718,7/1/2023,7/6/2023,P001,Tata Tea,Patanjali,Household,415.55,56.79,North,Chandigarh,62.48,3.3
O104719,12/11/2023,12/12/2023,P008,Nestle Milkmaid,Tata,Household,659.05,87.67,West,Ahmedabad,78.92,4.6
O104720,8/27/2023,9/1/2023,P005,Patanjali Honey,Patanjali,Personal Care,349.51,45.31,South,Hyderabad,7.68,3.5
O104721,3/18/2023,3/21/2023,P006,Britannia Biscuits,Tata,Beverages,259.01,14.09,West,Ahmedabad,10.42,4.3
O104722,8/2/2023,8/4/2023,P002,Maggi Noodles,Amul,Snacks,630.32,81.19,South,Hyderabad,30.94,3.3
O104723,3/30/2023,4/4/2023,P003,Amul Butter,Nestle,Household,861.27,60.63,South,Chennai,35.45,4.8
O104724,10/15/2023,10/20/2023,P005,Patanjali Honey,ITC,Snacks,105.2,13,North,Lucknow,7.47,3
O104725,10/22/2023,10/25/2023,P008,Nestle Milkmaid,HUL,Snacks,522.67,27.98,North,Chandigarh,88.43,3.2
O104726,12/7/2023,12/10/2023,P002,Maggi Noodles,Patanjali,Staples,150.7,9.1,East,Kolkata,15.89,4.1
O104727,6/19/2023,6/22/2023,P004,Surf Excel,Britannia,Personal Care,256.82,14.27,East,Bhubaneswar,32.36,2.8
O104728,4/28/2023,4/29/2023,P001,Tata Tea,Britannia,Household,467.89,42.37,East,Kolkata,85.33,3.1
O104729,2/19/2023,2/24/2023,P001,Tata Tea,Tata,Staples,813.74,84.77,South,Bangalore,12.19,3.1
O104730,3/25/2023,3/29/2023,P003,Amul Butter,HUL,Dairy,894.84,143.38,South,Chennai,119.61,3.5
O104731,3/16/2023,3/18/2023,P006,Britannia Biscuits,Britannia,Personal Care,136.29,7.28,North,Lucknow,10.73,3.4
O104732,12/4/2023,12/5/2023,P003,Amul Butter,Tata,Household,238.68,25.79,North,Delhi,7.97,3.9
O104733,6/23/2023,6/24/2023,P005,Patanjali Honey,Britannia,Dairy,223.47,24.12,South,Hyderabad,30.07,3.4
O104734,1/9/2023,1/14/2023,P008,Nestle Milkmaid,HUL,Household,450.13,73.9,East,Kolkata,34.27,4.3
O104735,11/19/2023,11/20/2023,P002,Maggi Noodles,ITC,Household,866.52,135.63,West,Mumbai,80.87,3.5
O104736,2/6/2023,2/9/2023,P005,Patanjali Honey,HUL,Personal Care,443.65,74.65,South,Bangalore,7.45,4.5
O104737,8/28/2023,8/30/2023,P007,Dabur Chyawanprash,HUL,Snacks,716.7,109.54,West,Mumbai,137.05,3.8
O104738,12/15/2023,12/20/2023,P005,Patanjali Honey,HUL,Household,466.61,64.3,East,Bhubaneswar,77.26,4.1
O104739,7/30/2023,8/1/2023,P003,Amul Butter,Patanjali,Household,853.86,78.82,West,Mumbai,119.58,3.8
O104740,5/16/2023,5/21/2023,P002,Maggi Noodles,ITC,Dairy,212.46,21.65,South,Bangalore,20.31,4
O104741,9/26/2023,9/29/2023,P008,Nestle Milkmaid,HUL,Staples,203.42,11.54,West,Pune,4.85,4.4
O104742,4/2/2023,4/3/2023,P002,Maggi Noodles,ITC,Beverages,607.54,108.2,West,Ahmedabad,3.79,4.2
O104743,11/30/2023,12/5/2023,P007,Dabur Chyawanprash,Amul,Dairy,148.08,16.33,East,Bhubaneswar,16.72,3.9
O104744,10/25/2023,10/29/2023,P006,Britannia Biscuits,Patanjali,Beverages,752.63,40.57,West,Ahmedabad,23.79,4.1
O104745,1/13/2023,1/18/2023,P004,Surf Excel,Amul,Beverages,657.06,117.84,North,Chandigarh,107.38,3.7
O104746,1/17/2023,1/22/2023,P004,Surf Excel,Tata,Household,914.49,99.8,South,Bangalore,11.82,4.5
O104747,3/30/2023,4/1/2023,P006,Britannia Biscuits,Britannia,Dairy,207.36,20.44,South,Bangalore,29.41,2.7
O104748,6/2/2023,6/3/2023,P003,Amul Butter,Patanjali,Snacks,443.22,28.93,West,Ahmedabad,25.73,4.7
O104749,11/15/2023,11/18/2023,P005,Patanjali Honey,HUL,Personal Care,240.49,34.8,North,Delhi,45.64,4
O104750,10/10/2023,10/12/2023,P001,Tata Tea,Dabur,Dairy,111,18.59,East,Kolkata,20.23,2.7
O104751,12/16/2023,12/21/2023,P006,Britannia Biscuits,Nestle,Beverages,409.13,25.31,South,Bangalore,29.75,3.2
O104752,12/20/2023,12/24/2023,P008,Nestle Milkmaid,Britannia,Snacks,229.39,28.35,South,Hyderabad,38.12,4.5
O104753,5/4/2023,5/8/2023,P005,Patanjali Honey,Patanjali,Dairy,529.22,32.09,East,Kolkata,86.17,4.7
O104754,4/9/2023,4/11/2023,P004,Surf Excel,Dabur,Beverages,306.48,54.98,East,Bhubaneswar,56.48,2.6
O104755,4/23/2023,4/24/2023,P006,Britannia Biscuits,Amul,Personal Care,453.76,43.74,East,Patna,86.05,2.6
O104756,7/5/2023,7/10/2023,P001,Tata Tea,Britannia,Household,970.58,168.27,North,Delhi,153.37,3
O104757,11/29/2023,12/1/2023,P007,Dabur Chyawanprash,Dabur,Beverages,227.31,12.36,South,Hyderabad,40.46,4.5
O104758,8/7/2023,8/9/2023,P001,Tata Tea,ITC,Household,609.62,91.52,West,Mumbai,36.84,2.6
O104759,4/19/2023,4/21/2023,P002,Maggi Noodles,Nestle,Beverages,757.74,123.42,East,Bhubaneswar,59.62,4.1
O104760,2/24/2023,2/26/2023,P002,Maggi Noodles,Amul,Snacks,128.33,20.84,West,Pune,21.4,4.8
O104761,2/11/2023,2/14/2023,P005,Patanjali Honey,Nestle,Staples,257.24,42.16,West,Ahmedabad,1.6,3
O104762,3/20/2023,3/21/2023,P004,Surf Excel,Patanjali,Staples,997.85,118.78,South,Chennai,118.16,3.3
O104763,4/6/2023,4/10/2023,P003,Amul Butter,Tata,Dairy,290.94,33.62,North,Delhi,28.89,4.4
O104764,12/25/2023,12/30/2023,P001,Tata Tea,Tata,Beverages,226.13,21.42,South,Hyderabad,7.9,2.7
O104765,9/25/2023,9/30/2023,P005,Patanjali Honey,Tata,Dairy,203.64,23.05,East,Bhubaneswar,37.15,2.7
O104766,4/24/2023,4/28/2023,P007,Dabur Chyawanprash,ITC,Household,805.09,52.27,West,Mumbai,62.31,4.8
O104767,11/17/2023,11/20/2023,P001,Tata Tea,Tata,Staples,291.36,43.48,North,Chandigarh,47.08,4.6
O104768,4/14/2023,4/15/2023,P007,Dabur Chyawanprash,Dabur,Snacks,863.07,61.31,North,Delhi,82.22,4.1
O104769,2/1/2023,2/2/2023,P001,Tata Tea,Britannia,Household,382.64,22.11,West,Mumbai,15.86,2.6
O104770,1/31/2023,2/1/2023,P004,Surf Excel,Patanjali,Snacks,440.81,73.94,West,Ahmedabad,73.84,3.2
O104771,6/9/2023,6/11/2023,P006,Britannia Biscuits,Nestle,Beverages,624.94,45.44,North,Chandigarh,72.86,4.5
O104772,6/16/2023,6/19/2023,P005,Patanjali Honey,Nestle,Personal Care,896.97,160.91,West,Ahmedabad,67.94,2.6
O104773,6/20/2023,6/23/2023,P004,Surf Excel,ITC,Snacks,266.38,42.39,South,Bangalore,50.12,2.7
O104774,8/18/2023,8/19/2023,P007,Dabur Chyawanprash,Dabur,Household,583.4,97.29,East,Patna,114.41,2.6
O104775,1/21/2023,1/24/2023,P006,Britannia Biscuits,Patanjali,Personal Care,230.85,14.19,North,Chandigarh,10.28,3
O104776,11/10/2023,11/13/2023,P001,Tata Tea,HUL,Household,523.1,48.7,South,Hyderabad,103.87,3.3
O104777,6/4/2023,6/8/2023,P007,Dabur Chyawanprash,HUL,Household,833.89,98.35,West,Mumbai,128.82,3.6
O104778,6/4/2023,6/9/2023,P005,Patanjali Honey,Nestle,Beverages,644.09,92.2,West,Mumbai,122.87,4.1
O104779,8/20/2023,8/21/2023,P003,Amul Butter,Patanjali,Personal Care,89.81,8.61,West,Ahmedabad,7.28,3.1
O104780,9/19/2023,9/22/2023,P005,Patanjali Honey,Dabur,Staples,160.63,18.45,North,Delhi,6.39,4.1
O104781,2/7/2023,2/11/2023,P005,Patanjali Honey,HUL,Personal Care,949.45,143.88,West,Mumbai,20.22,3.1
O104782,11/8/2023,11/9/2023,P007,Dabur Chyawanprash,Britannia,Personal Care,423.02,53.08,East,Bhubaneswar,49.61,4.6
O104783,8/9/2023,8/12/2023,P002,Maggi Noodles,Patanjali,Personal Care,408.38,29.37,North,Delhi,50.49,4.4
O104784,12/15/2023,12/20/2023,P001,Tata Tea,Patanjali,Beverages,712.59,78.24,East,Bhubaneswar,86.55,4.2
O104785,9/27/2023,9/30/2023,P007,Dabur Chyawanprash,Nestle,Household,396.44,43.53,West,Ahmedabad,59.7,4.8
O104786,9/21/2023,9/22/2023,P001,Tata Tea,Dabur,Snacks,97.64,16.89,West,Pune,18.82,3.8
O104787,4/4/2023,4/7/2023,P002,Maggi Noodles,HUL,Beverages,110.76,16.38,South,Bangalore,1.96,3.8
O104788,8/10/2023,8/13/2023,P004,Surf Excel,Tata,Dairy,576.29,35.33,West,Pune,1.77,4.3
O104789,9/10/2023,9/11/2023,P007,Dabur Chyawanprash,Britannia,Household,293.3,15.04,North,Delhi,8.39,3.1
O104790,8/25/2023,8/30/2023,P005,Patanjali Honey,Patanjali,Staples,737.08,117,East,Bhubaneswar,1.65,4.2
O104791,3/26/2023,3/27/2023,P006,Britannia Biscuits,HUL,Household,797.41,137.82,East,Kolkata,79.94,2.9
O104792,8/15/2023,8/19/2023,P003,Amul Butter,Amul,Dairy,399.15,39.44,South,Chennai,77.36,3.5
O104793,5/17/2023,5/21/2023,P004,Surf Excel,Nestle,Staples,808.36,70.03,South,Bangalore,98.01,2.7
O104794,6/18/2023,6/19/2023,P001,Tata Tea,Britannia,Household,217.07,31.8,North,Chandigarh,39.4,3.2
O104795,10/21/2023,10/24/2023,P006,Britannia Biscuits,Amul,Dairy,646.07,64.2,North,Lucknow,93.19,5
O104796,2/12/2023,2/16/2023,P006,Britannia Biscuits,Amul,Household,363.6,44.08,South,Chennai,31.04,3.4
O104797,12/19/2023,12/24/2023,P004,Surf Excel,Britannia,Personal Care,852.62,51.17,East,Patna,38.31,3.8
O104798,7/13/2023,7/18/2023,P001,Tata Tea,HUL,Personal Care,232.5,22.28,West,Mumbai,32.63,3.6
O104799,11/12/2023,11/13/2023,P005,Patanjali Honey,HUL,Household,120.36,11.89,North,Delhi,20.36,4.8
O104800,11/15/2023,11/18/2023,P007,Dabur Chyawanprash,Amul,Household,163.81,12.67,East,Bhubaneswar,13.08,3.9
O104801,4/25/2023,4/27/2023,P001,Tata Tea,Britannia,Dairy,694.75,61.88,West,Ahmedabad,70.12,3.9
O104802,12/27/2023,12/29/2023,P003,Amul Butter,Britannia,Dairy,434.25,32.29,North,Chandigarh,51.77,3.8
O104803,11/11/2023,11/12/2023,P004,Surf Excel,Patanjali,Snacks,483.19,68.16,North,Delhi,61.25,4.9
O104804,12/6/2023,12/10/2023,P008,Nestle Milkmaid,Britannia,Personal Care,111.95,12.79,North,Delhi,14.17,5
O104805,12/12/2023,12/14/2023,P005,Patanjali Honey,Amul,Beverages,805.88,88.19,North,Lucknow,62.18,2.5
O104806,6/22/2023,6/26/2023,P006,Britannia Biscuits,Britannia,Personal Care,438.22,45.25,East,Patna,42.18,3.5
O104807,6/19/2023,6/23/2023,P007,Dabur Chyawanprash,Nestle,Snacks,740.95,48.64,West,Mumbai,18.13,4.7
O104808,12/25/2023,12/28/2023,P005,Patanjali Honey,Dabur,Beverages,986.05,98.24,South,Chennai,83.13,2.6
O104809,12/3/2023,12/8/2023,P008,Nestle Milkmaid,Dabur,Dairy,500.14,37.82,West,Pune,62.99,4.3
O104810,1/29/2023,2/3/2023,P006,Britannia Biscuits,Britannia,Snacks,684.81,104.41,North,Chandigarh,91.18,4.1
O104811,5/19/2023,5/23/2023,P002,Maggi Noodles,Tata,Beverages,275.35,20.37,West,Pune,5.59,2.8
O104812,9/11/2023,9/12/2023,P001,Tata Tea,Tata,Dairy,628.87,48.07,East,Kolkata,38.83,4.7
O104813,10/12/2023,10/15/2023,P003,Amul Butter,ITC,Household,220.43,31.28,East,Patna,26.77,3.9
O104814,7/12/2023,7/13/2023,P006,Britannia Biscuits,ITC,Dairy,425.77,37.31,West,Ahmedabad,8.1,2.6
O104815,4/30/2023,5/4/2023,P001,Tata Tea,Patanjali,Household,187.69,20.75,West,Ahmedabad,33.1,3.3
O104816,9/7/2023,9/11/2023,P006,Britannia Biscuits,Amul,Beverages,97.54,5.26,South,Hyderabad,2.63,4.9
O104817,11/26/2023,11/27/2023,P008,Nestle Milkmaid,Patanjali,Household,639.98,57.37,West,Pune,25.24,4.4
O104818,6/10/2023,6/15/2023,P006,Britannia Biscuits,Patanjali,Snacks,386.99,49.17,East,Kolkata,30.16,4.6
O104819,2/12/2023,2/16/2023,P008,Nestle Milkmaid,Britannia,Dairy,565.02,64.62,North,Lucknow,73.5,3.5
O104820,11/6/2023,11/9/2023,P007,Dabur Chyawanprash,HUL,Personal Care,461.63,30.58,South,Hyderabad,76.48,3.6
O104821,9/7/2023,9/8/2023,P004,Surf Excel,Britannia,Household,784.95,48.54,South,Bangalore,22.75,4.5
O104822,6/14/2023,6/16/2023,P002,Maggi Noodles,Nestle,Personal Care,142.07,13.67,North,Chandigarh,7.78,3.8
O104823,8/2/2023,8/3/2023,P006,Britannia Biscuits,ITC,Snacks,160.45,8.29,North,Chandigarh,19.72,3.1
O104824,10/23/2023,10/24/2023,P001,Tata Tea,Dabur,Snacks,504.06,35.05,East,Patna,77.39,4.1
O104825,10/10/2023,10/11/2023,P002,Maggi Noodles,Nestle,Personal Care,244.78,23.78,North,Delhi,21.46,3.8
O104826,3/28/2023,3/30/2023,P004,Surf Excel,Britannia,Snacks,563.9,80.93,South,Chennai,48.66,4.4
O104827,11/18/2023,11/22/2023,P001,Tata Tea,Amul,Staples,826.95,126.76,East,Kolkata,139.22,2.6
O104828,2/11/2023,2/15/2023,P004,Surf Excel,ITC,Personal Care,77.79,5.73,East,Bhubaneswar,14.5,3.1
O104829,10/9/2023,10/10/2023,P002,Maggi Noodles,HUL,Snacks,877.03,73.85,West,Mumbai,139.89,3.4
O104830,1/2/2023,1/4/2023,P001,Tata Tea,ITC,Personal Care,134.07,21.65,West,Pune,10.18,2.9
O104831,6/22/2023,6/25/2023,P004,Surf Excel,ITC,Beverages,523.11,76.59,South,Bangalore,86.71,3.2
O104832,6/27/2023,7/2/2023,P003,Amul Butter,Tata,Household,781.77,110.19,North,Lucknow,118.53,3.2
O104833,2/3/2023,2/7/2023,P004,Surf Excel,Tata,Beverages,719.26,59.05,East,Patna,74.84,3.1
O104834,4/5/2023,4/6/2023,P004,Surf Excel,Patanjali,Household,708.18,120.38,East,Patna,93.95,3.7
O104835,5/5/2023,5/9/2023,P005,Patanjali Honey,HUL,Dairy,411.18,68.96,North,Delhi,2.37,4.8
O104836,11/14/2023,11/18/2023,P004,Surf Excel,Tata,Staples,458.57,74.77,East,Bhubaneswar,66.03,3
O104837,3/5/2023,3/7/2023,P006,Britannia Biscuits,Patanjali,Personal Care,218.99,36.95,West,Mumbai,39.57,3.8
O104838,10/7/2023,10/8/2023,P004,Surf Excel,Nestle,Beverages,738.88,91.72,North,Delhi,137.97,4.9
O104839,6/9/2023,6/12/2023,P003,Amul Butter,Nestle,Snacks,634.83,52.97,West,Pune,20.44,2.6
O104840,9/7/2023,9/8/2023,P002,Maggi Noodles,Patanjali,Personal Care,266.87,36.22,South,Chennai,28.23,3.5
O104841,6/14/2023,6/16/2023,P006,Britannia Biscuits,Tata,Snacks,229.38,20.56,North,Delhi,32.19,4.7
O104842,4/13/2023,4/14/2023,P001,Tata Tea,Nestle,Beverages,819.12,119.61,West,Ahmedabad,111.66,2.6
O104843,10/13/2023,10/17/2023,P002,Maggi Noodles,Tata,Dairy,836.47,119.41,South,Hyderabad,46.89,3.7
O104844,4/12/2023,4/13/2023,P003,Amul Butter,Tata,Household,228.2,17.1,South,Bangalore,21.24,4.9
O104845,2/22/2023,2/25/2023,P001,Tata Tea,Britannia,Household,757.95,129.24,North,Chandigarh,10.55,4
O104846,7/17/2023,7/22/2023,P008,Nestle Milkmaid,Tata,Staples,234.86,27.01,East,Bhubaneswar,38.28,4.8
O104847,9/14/2023,9/18/2023,P008,Nestle Milkmaid,Tata,Staples,303.91,15.4,North,Delhi,60.47,2.9
O104848,4/16/2023,4/20/2023,P004,Surf Excel,Britannia,Snacks,624.49,97.45,South,Hyderabad,96.71,4.1
O104849,1/24/2023,1/27/2023,P001,Tata Tea,Amul,Staples,545.52,51.23,South,Bangalore,106.63,3.4
O104850,7/5/2023,7/9/2023,P002,Maggi Noodles,HUL,Household,837.22,51.54,North,Delhi,148.9,2.5
O104851,7/28/2023,7/29/2023,P001,Tata Tea,Tata,Household,636.18,76.02,West,Pune,39.23,3.1
O104852,4/11/2023,4/15/2023,P003,Amul Butter,HUL,Dairy,765.47,107.66,South,Hyderabad,105.07,2.8
O104853,6/3/2023,6/6/2023,P002,Maggi Noodles,Amul,Household,613.4,64.28,West,Mumbai,96.22,4.3
O104854,8/7/2023,8/10/2023,P005,Patanjali Honey,Patanjali,Staples,71.38,4.01,North,Delhi,4.72,4.5
O104855,4/5/2023,4/9/2023,P007,Dabur Chyawanprash,ITC,Dairy,90.75,4.73,West,Ahmedabad,15.97,3.6
O104856,8/17/2023,8/21/2023,P004,Surf Excel,Nestle,Snacks,185.91,11.49,North,Delhi,35.75,2.7
O104857,11/5/2023,11/8/2023,P004,Surf Excel,Dabur,Staples,738.53,114.15,West,Ahmedabad,31.73,4.8
O104858,9/1/2023,9/5/2023,P008,Nestle Milkmaid,ITC,Snacks,974.09,75.43,West,Mumbai,175.96,3.3
O104859,7/7/2023,7/10/2023,P006,Britannia Biscuits,Amul,Personal Care,817,87.91,West,Mumbai,97.58,4.1
O104860,3/23/2023,3/28/2023,P006,Britannia Biscuits,Amul,Personal Care,280.53,47.09,South,Hyderabad,4.98,5
O104861,2/14/2023,2/19/2023,P002,Maggi Noodles,Amul,Personal Care,830.85,109.88,East,Bhubaneswar,18.4,3.1
O104862,2/21/2023,2/25/2023,P002,Maggi Noodles,ITC,Beverages,224.64,38.05,South,Hyderabad,38.94,3.1
O104863,3/3/2023,3/5/2023,P002,Maggi Noodles,Tata,Household,198.89,22.78,East,Patna,35.78,3
O104864,7/16/2023,7/20/2023,P005,Patanjali Honey,Dabur,Household,450.02,41.63,South,Hyderabad,38.59,3.5
O104865,5/6/2023,5/10/2023,P003,Amul Butter,ITC,Snacks,95.35,8.12,South,Chennai,4.76,3.7
